crop_type,soil_moisture,temperature,rainfall,irrigation_amount_mm
potato,61.81,42.52,5.42,31.73
potato,65.85,18.6,12.9,18.57
potato,26.47,38.84,0.08,42.0
potato,29.36,32.57,28.61,28.32
potato,46.55,39.86,4.61,30.16
potato,10.7,29.49,16.25,42.0
potato,45.51,35.77,12.71,26.79
potato,14.78,25.04,12.12,39.95
potato,29.72,35.22,15.48,36.38
potato,48.92,32.31,12.09,25.36
potato,10.68,34.38,7.08,42.0
potato,22.22,21.91,9.71,36.36
potato,27.76,28.02,2.71,41.66
potato,36.16,32.05,6.25,35.37
potato,28.07,30.24,10.34,33.45
potato,32.02,12.94,0.81,33.37
potato,25.21,12.6,1.64,33.2
potato,62.29,26.97,5.47,26.27
potato,41.06,23.37,12.46,23.49
potato,52.61,22.74,26.87,12.26
potato,37.26,35.18,1.71,38.82
potato,22.7,15.09,5.7,35.66
potato,68.56,18.99,9.14,19.8
potato,44.28,43.36,10.91,33.04
potato,59.15,29.15,0.62,29.33
potato,67.04,40.07,3.89,28.32
potato,23.21,17.04,38.36,19.46
potato,33.56,27.65,9.36,33.72
potato,25.2,27.68,0.46,40.44
potato,41.03,22.95,20.25,24.54
potato,57.05,36.71,19.24,21.06
potato,38.19,21.58,21.09,20.9
potato,29.76,14.84,7.64,28.59
potato,14.26,27.08,18.17,39.96
potato,40.79,40.52,5.11,38.72
potato,57.52,21.35,18.89,13.16
potato,18.13,20.2,2.34,39.55
potato,53.04,43.02,11.25,30.31
potato,42.4,26.14,5.92,33.71
potato,69.16,42.82,29.72,18.3
potato,63.35,26.37,16.07,19.06
potato,67.71,24.55,13.79,21.12
potato,52.59,43.27,4.21,33.4
potato,26.11,37.18,12.05,41.26
potato,49.66,21.3,9.85,20.84
potato,21.9,43.66,10.75,42.0
potato,54.04,24.39,6.58,21.36
potato,42.65,29.02,10.31,26.42
potato,18.09,27.36,2.78,42.0
potato,34.11,41.81,15.24,37.03
potato,56.15,22.9,48.29,8.0
potato,20.33,19.48,5.05,38.2
potato,26.25,39.94,0.49,42.0
potato,21.99,18.12,23.99,26.48
potato,43.79,10.2,8.41,21.94
potato,50.57,34.57,19.14,22.82
potato,53.71,10.0,46.16,8.0
potato,15.6,35.86,48.25,25.45
potato,50.71,29.97,43.68,12.14
potato,38.58,42.65,1.19,38.94
potato,40.07,34.04,23.55,26.71
potato,66.52,12.25,7.72,18.89
potato,11.41,21.53,11.55,40.66
potato,25.98,41.48,39.33,30.52
potato,34.16,41.16,7.27,38.85
potato,17.35,42.48,9.08,42.0
potato,54.07,22.85,0.29,26.3
potato,51.4,21.72,17.84,16.87
potato,51.92,34.64,10.17,27.02
potato,37.02,16.98,5.52,30.32
potato,12.54,32.17,4.29,42.0
potato,29.63,18.48,2.78,33.2
potato,56.49,14.54,9.07,21.15
potato,48.0,38.38,0.69,35.17
potato,27.79,19.8,2.37,34.37
potato,41.31,33.23,7.2,31.08
potato,53.17,21.77,5.14,23.23
potato,14.79,24.63,42.95,23.43
potato,53.29,13.08,28.09,10.28
potato,59.22,24.14,3.76,26.89
potato,40.72,29.21,11.59,30.14
potato,64.13,40.65,24.25,21.17
potato,66.61,13.45,4.62,22.01
potato,40.31,36.18,2.24,36.83
potato,25.14,35.61,2.7,41.29
potato,30.99,34.79,6.88,36.95
potato,43.32,13.5,24.52,17.67
potato,53.52,17.34,32.4,8.0
potato,46.97,25.01,3.02,28.08
potato,58.58,34.35,21.77,18.09
potato,36.47,35.08,7.33,36.45
potato,68.56,20.87,9.27,18.78
potato,50.44,28.95,27.81,17.19
potato,61.38,13.93,6.41,20.65
potato,62.59,17.06,1.22,23.91
potato,19.76,39.9,17.41,40.7
potato,41.2,39.06,8.15,33.73
potato,40.31,28.6,24.57,21.34
potato,57.48,30.35,22.77,18.88
potato,34.57,40.67,5.31,38.12
potato,10.71,20.52,12.94,39.51
potato,62.6,41.94,4.64,27.99
potato,37.73,29.22,44.67,12.87
potato,10.49,10.32,9.26,40.05
potato,39.3,10.79,17.42,21.63
potato,28.06,15.85,7.84,28.79
potato,23.94,28.72,3.33,38.86
potato,50.26,36.39,1.75,32.76
potato,38.07,12.48,13.68,23.58
potato,41.05,42.35,11.95,31.57
potato,44.98,24.06,44.66,8.0
potato,60.65,25.13,26.46,15.14
potato,59.37,16.61,18.12,12.95
potato,27.78,35.39,3.92,39.76
potato,10.05,35.03,2.82,42.0
potato,32.79,26.66,0.68,36.64
potato,68.23,35.06,5.86,27.19
potato,47.57,15.12,3.14,21.87
potato,61.57,18.97,7.18,21.45
potato,30.5,33.93,0.3,42.0
potato,54.14,27.05,25.16,15.56
potato,31.61,26.28,17.56,30.5
potato,63.04,17.24,37.55,8.0
potato,16.36,13.93,5.16,38.24
potato,46.85,38.15,34.43,18.65
potato,12.6,22.2,2.96,39.96
potato,48.82,26.25,10.26,25.89
potato,22.88,28.08,19.98,32.46
potato,43.41,42.52,7.12,34.25
potato,46.54,20.09,2.62,27.32
potato,42.67,28.63,1.18,34.69
potato,21.34,26.43,19.11,35.28
potato,41.77,23.84,5.84,30.39
potato,50.3,12.62,9.26,20.21
potato,63.45,13.31,67.48,8.0
potato,60.68,24.64,8.72,23.28
potato,48.05,37.11,0.52,32.74
potato,30.76,22.18,9.5,32.49
potato,30.05,13.76,2.36,32.5
potato,67.27,14.05,43.86,8.0
potato,54.0,32.31,15.55,25.39
potato,45.21,39.15,1.13,36.47
potato,51.44,28.69,7.15,28.13
potato,63.46,27.37,26.12,12.5
potato,34.13,13.58,0.95,31.21
potato,30.23,35.13,20.37,31.12
potato,13.05,17.74,4.81,38.75
potato,18.04,43.03,24.46,38.75
potato,20.84,24.23,6.59,38.75
potato,17.67,35.86,7.58,42.0
potato,25.78,23.14,10.33,32.32
potato,33.91,10.67,22.21,19.78
potato,20.26,11.54,15.91,31.15
potato,39.61,17.19,20.05,21.52
potato,51.98,18.62,35.06,8.81
potato,66.32,35.28,3.17,30.64
potato,36.53,12.5,7.41,26.1
potato,29.82,30.84,30.86,27.29
potato,12.85,23.49,2.58,42.0
potato,49.89,20.02,3.33,26.02
potato,66.18,10.65,8.64,18.16
potato,40.06,21.26,2.13,30.44
potato,32.58,33.53,22.88,32.62
potato,22.04,20.06,2.65,39.68
potato,24.96,17.87,10.99,33.04
potato,21.73,32.46,25.5,32.24
potato,43.61,18.93,4.57,28.38
potato,56.96,25.94,17.96,16.84
potato,33.28,15.6,7.62,30.01
potato,14.13,27.76,5.98,42.0
potato,40.5,10.84,5.63,26.54
potato,37.03,19.99,5.31,32.27
potato,32.99,39.24,51.27,13.79
potato,60.79,24.94,12.05,19.08
potato,23.86,36.02,11.39,40.49
potato,22.9,35.05,24.15,34.23
potato,30.77,16.04,0.04,31.13
potato,43.29,16.58,29.46,13.05
potato,25.47,17.93,9.83,30.2
potato,26.31,15.94,19.01,26.67
potato,56.21,26.18,18.78,17.02
potato,67.97,38.74,3.43,31.31
potato,21.17,14.4,2.23,36.46
potato,56.98,36.12,13.92,26.87
potato,51.18,10.64,5.6,19.72
potato,51.28,37.74,5.5,32.25
potato,12.16,42.65,6.35,42.0
potato,56.11,17.76,4.71,20.18
potato,24.56,44.71,3.3,42.0
potato,18.81,43.98,44.2,28.88
potato,63.07,17.51,15.08,17.19
potato,30.33,16.15,8.21,29.37
potato,57.63,26.27,11.57,19.3
potato,33.57,34.35,41.68,21.43
potato,42.54,36.89,1.4,36.58
potato,11.2,18.85,10.93,36.46
potato,10.9,19.26,10.82,40.17
potato,48.72,24.52,39.96,9.74
potato,57.09,17.0,2.1,23.61
potato,57.38,35.86,14.72,26.71
potato,69.18,28.68,1.8,26.67
potato,56.64,43.5,17.9,26.41
potato,45.76,26.11,6.8,30.05
potato,55.08,33.75,3.32,26.64
potato,39.64,37.71,9.69,36.36
potato,49.68,24.33,33.87,12.41
potato,19.75,44.84,1.9,42.0
potato,58.66,40.06,71.68,8.0
potato,27.64,34.86,1.84,42.0
potato,32.06,30.69,10.51,33.8
potato,48.76,44.05,0.86,38.51
potato,38.88,12.75,12.33,23.91
potato,29.92,15.42,28.36,21.3
potato,58.36,34.25,0.08,30.62
potato,35.67,16.91,36.25,13.41
potato,41.01,19.22,3.53,27.86
potato,45.95,13.11,0.9,28.26
potato,43.29,24.8,12.51,24.6
potato,31.93,42.77,0.85,42.0
potato,58.23,16.44,5.26,21.32
potato,53.02,12.95,25.06,12.32
potato,16.01,35.12,17.08,41.35
potato,59.86,11.46,0.35,20.8
potato,43.5,42.11,7.45,34.64
potato,60.7,10.01,2.77,19.62
potato,66.31,14.29,3.57,24.12
potato,11.77,25.19,4.88,42.0
potato,46.85,28.62,1.45,32.77
potato,36.7,44.98,27.05,29.27
potato,10.19,20.62,1.72,42.0
potato,38.37,33.7,31.13,20.4
potato,25.21,21.58,4.72,38.03
potato,40.69,25.41,10.77,26.57
potato,25.08,15.82,6.45,35.83
potato,54.51,36.48,16.49,24.19
potato,44.24,26.95,11.98,24.37
potato,39.51,29.79,18.86,26.81
potato,18.15,12.33,56.0,10.39
potato,67.42,12.12,8.78,18.01
potato,59.81,43.27,15.09,24.62
potato,31.23,31.12,5.61,34.39
potato,27.6,11.17,25.38,23.08
potato,37.02,21.38,9.55,28.48
potato,61.46,41.41,43.98,11.71
potato,33.85,17.6,7.02,28.45
potato,46.44,26.68,30.12,15.6
potato,11.93,32.54,21.59,39.17
potato,53.74,42.47,6.07,31.87
potato,40.19,10.49,0.1,28.56
potato,25.61,16.2,0.43,36.03
potato,64.56,10.29,19.98,12.96
potato,50.33,10.19,62.87,8.0
potato,62.67,41.33,16.15,26.5
potato,27.49,29.69,1.58,39.92
potato,65.32,14.93,3.82,23.26
potato,47.16,18.12,0.01,28.18
potato,55.43,44.48,24.9,23.61
potato,34.59,28.37,9.73,32.44
potato,36.86,37.13,11.22,32.62
potato,12.26,30.41,3.92,42.0
potato,18.89,32.88,17.15,37.77
potato,63.64,42.77,24.7,24.14
potato,48.14,20.63,61.07,8.0
potato,36.53,11.99,57.59,8.0
potato,45.31,29.49,16.0,24.29
potato,46.74,35.07,8.09,30.6
potato,55.44,17.95,3.75,21.6
potato,60.82,38.98,7.24,27.28
potato,45.35,35.23,4.14,33.54
potato,30.27,34.61,3.78,40.05
potato,25.67,27.92,5.78,37.59
potato,12.14,34.65,10.16,42.0
potato,15.65,16.01,1.62,39.0
potato,55.26,10.72,4.3,20.68
potato,63.44,35.15,1.14,30.35
potato,60.81,31.03,17.18,22.72
potato,69.61,18.13,14.67,15.98
potato,10.87,14.17,15.71,34.5
potato,44.03,29.37,0.49,34.54
potato,33.86,31.87,22.7,27.73
potato,57.04,28.17,29.27,14.87
potato,24.41,19.81,0.82,37.8
potato,57.73,24.6,3.9,25.25
potato,60.03,29.37,14.36,21.16
potato,38.46,23.71,37.06,14.97
potato,30.67,27.44,9.18,32.72
potato,41.13,14.9,10.8,22.65
potato,13.89,36.69,8.36,42.0
potato,47.6,35.47,17.06,22.38
potato,32.56,32.4,10.24,33.92
potato,60.95,40.61,2.81,32.26
potato,28.07,10.65,32.93,16.72
potato,23.61,42.52,18.96,37.48
potato,24.05,28.24,2.83,41.66
potato,28.33,21.25,2.61,37.02
potato,20.03,11.0,14.89,29.85
potato,68.56,21.59,1.89,25.89
potato,57.04,31.79,5.68,27.0
potato,42.51,13.19,17.04,22.31
potato,57.42,16.78,4.55,21.94
potato,40.76,21.57,29.55,19.3
potato,44.84,37.06,6.07,33.08
tomato,59.88,19.61,11.85,13.53
tomato,29.09,19.33,51.16,6.4
tomato,19.6,37.56,62.18,11.49
tomato,10.71,30.58,10.44,36.0
tomato,62.4,12.94,17.16,12.14
tomato,66.54,38.81,0.64,28.84
tomato,38.26,23.93,5.57,20.62
tomato,35.94,44.27,1.39,33.77
tomato,65.33,26.81,14.66,14.52
tomato,35.83,24.33,7.04,25.98
tomato,65.53,39.01,1.73,26.28
tomato,15.92,31.67,2.33,36.0
tomato,41.34,10.25,5.71,19.77
tomato,68.7,40.59,6.67,27.74
tomato,12.73,39.6,36.33,25.94
tomato,69.87,19.05,19.32,10.02
tomato,64.48,18.25,35.83,6.4
tomato,41.93,26.73,3.79,23.91
tomato,52.34,16.68,12.07,12.22
tomato,23.96,27.2,30.89,16.73
tomato,52.72,30.3,1.4,21.9
tomato,57.18,18.75,8.09,16.02
tomato,31.03,40.06,2.03,33.68
tomato,52.29,41.68,8.55,24.5
tomato,39.29,42.46,11.04,32.11
tomato,51.35,13.74,25.81,6.4
tomato,36.13,12.53,23.14,12.46
tomato,48.03,40.8,32.81,12.23
tomato,67.46,40.37,0.03,29.67
tomato,31.98,31.05,13.98,24.69
tomato,31.9,41.66,10.49,31.51
tomato,39.61,16.24,10.79,18.27
tomato,58.84,37.19,23.31,13.5
tomato,61.73,41.27,3.24,27.97
tomato,17.83,44.15,30.41,31.88
tomato,42.72,11.79,20.53,12.91
tomato,40.32,32.67,10.48,22.04
tomato,26.72,15.56,3.27,27.79
tomato,68.38,15.36,4.71,19.24
tomato,19.24,37.78,23.07,31.35
tomato,24.24,20.1,41.71,11.39
tomato,14.93,24.64,12.29,32.63
tomato,21.24,25.69,13.78,29.77
tomato,60.43,21.33,27.36,6.4
tomato,16.21,39.32,2.49,36.0
tomato,38.32,41.78,6.77,29.37
tomato,27.23,27.53,9.13,30.45
tomato,55.57,39.85,54.1,6.4
tomato,26.0,35.06,7.52,32.46
tomato,69.63,35.51,45.7,6.4
tomato,60.1,41.6,25.26,13.36
tomato,32.22,10.71,11.13,21.03
tomato,40.3,28.38,54.76,6.4
tomato,31.63,37.95,11.14,26.84
tomato,44.33,39.86,24.59,18.61
tomato,36.13,20.31,0.77,24.74
tomato,39.23,22.44,4.35,25.0
tomato,24.69,11.73,28.33,17.35
tomato,10.6,42.8,14.82,36.0
tomato,10.54,18.24,2.22,34.55
tomato,46.73,15.83,11.28,12.36
tomato,12.1,11.3,0.4,36.0
tomato,54.35,21.13,23.87,6.4
tomato,40.77,34.96,4.79,24.23
tomato,17.3,29.46,5.94,36.0
tomato,39.65,31.71,11.79,22.08
tomato,54.39,34.71,11.46,21.13
tomato,35.94,24.45,21.67,17.63
tomato,44.95,12.49,33.4,6.4
tomato,35.67,21.57,1.42,25.28
tomato,43.76,26.77,1.66,26.66
tomato,56.04,41.69,7.9,25.55
tomato,67.18,40.29,5.28,24.94
tomato,34.11,30.15,13.13,22.66
tomato,55.0,27.85,1.66,21.46
tomato,68.28,14.13,47.64,6.4
tomato,15.46,18.09,0.72,35.4
tomato,36.04,42.5,13.38,29.08
tomato,47.8,39.59,5.28,27.07
tomato,64.06,44.18,34.82,11.67
tomato,17.64,38.83,7.91,36.0
tomato,43.23,28.54,5.82,23.74
tomato,14.5,41.35,24.34,32.71
tomato,47.55,24.32,4.4,19.7
tomato,61.58,34.51,11.9,18.47
tomato,38.44,16.78,3.51,22.77
tomato,49.68,41.89,7.76,25.71
tomato,62.27,36.19,30.46,9.31
tomato,42.19,36.32,2.26,26.96
tomato,40.68,42.52,31.11,15.05
tomato,18.07,16.05,6.64,31.29
tomato,64.17,43.68,15.9,19.06
tomato,60.29,28.38,3.5,25.38
tomato,54.55,17.7,6.89,17.34
tomato,31.84,43.58,8.8,34.22
tomato,25.93,30.02,33.71,19.02
tomato,38.51,43.08,3.62,33.06
tomato,59.62,39.55,12.63,21.58
tomato,32.94,42.71,8.49,28.86
tomato,43.89,26.47,0.74,27.26
tomato,62.92,25.55,13.34,16.58
tomato,15.95,41.81,3.63,36.0
tomato,22.28,16.35,0.21,32.04
tomato,46.85,16.59,5.04,18.39
tomato,38.56,43.4,4.26,31.53
tomato,27.87,25.96,1.11,34.08
tomato,57.92,18.52,19.39,9.83
tomato,58.57,43.88,9.75,24.22
tomato,53.64,22.97,3.06,17.62
tomato,68.92,13.37,13.35,12.01
tomato,47.59,28.83,16.28,16.49
tomato,27.23,42.91,21.54,26.94
tomato,68.35,11.31,5.03,17.65
tomato,23.87,27.82,32.81,16.6
tomato,51.63,23.81,6.99,15.89
tomato,48.04,22.75,28.7,7.17
tomato,55.39,31.37,6.79,21.93
tomato,39.18,17.87,3.26,21.21
tomato,19.92,37.2,3.9,34.36
tomato,44.78,40.7,30.35,17.4
tomato,37.06,10.54,8.34,22.36
tomato,49.08,15.39,15.6,14.75
tomato,20.96,36.27,6.21,36.0
tomato,34.47,34.68,3.86,30.8
tomato,57.72,32.08,13.29,17.59
tomato,45.84,26.54,17.98,12.01
tomato,36.02,17.08,3.61,24.65
tomato,22.15,43.57,10.47,36.0
tomato,65.02,34.74,19.23,17.81
tomato,30.34,38.68,2.1,34.13
tomato,20.4,21.93,7.88,31.79
tomato,15.82,22.29,27.23,21.43
tomato,14.01,42.98,64.37,14.8
tomato,32.34,37.17,13.59,27.06
tomato,48.66,36.51,1.88,26.84
tomato,44.64,41.14,18.07,22.89
tomato,22.1,25.04,10.22,29.85
tomato,40.37,10.9,38.8,6.4
tomato,61.11,28.35,3.9,20.71
tomato,25.33,27.73,50.9,7.23
tomato,44.5,41.15,15.79,24.59
tomato,38.28,40.4,5.17,30.53
tomato,17.73,39.94,13.28,35.66
tomato,32.5,31.91,23.67,19.59
tomato,26.84,29.49,18.5,25.14
tomato,46.37,43.23,6.22,27.18
tomato,16.49,27.73,1.35,36.0
tomato,32.12,12.3,14.6,22.2
tomato,45.11,19.83,36.16,6.4
tomato,42.63,13.51,40.36,6.4
tomato,32.47,12.83,7.35,23.73
tomato,51.67,11.94,5.02,20.25
tomato,59.15,12.8,29.02,6.4
tomato,19.17,12.32,3.65,28.68
tomato,17.67,20.93,10.84,31.33
tomato,49.37,31.31,7.96,21.25
tomato,38.43,24.51,27.69,11.26
tomato,63.41,40.07,1.2,28.09
tomato,16.38,27.33,14.09,32.24
tomato,45.69,21.37,0.39,20.61
tomato,55.01,17.52,26.98,8.07
tomato,62.38,40.23,6.97,21.76
tomato,22.53,37.13,8.51,34.83
tomato,49.7,20.89,5.79,17.11
tomato,30.37,33.81,0.9,32.63
tomato,14.85,40.62,29.36,30.25
tomato,34.21,34.58,12.22,25.97
tomato,41.42,26.99,6.55,24.45
tomato,63.49,15.81,2.43,20.55
tomato,21.68,23.68,43.94,13.39
tomato,24.8,33.39,20.21,27.45
tomato,54.2,26.03,12.64,15.77
tomato,51.56,30.73,31.64,6.4
tomato,22.83,11.32,0.66,29.43
tomato,62.2,33.74,16.21,18.78
tomato,38.82,40.46,6.68,30.2
tomato,65.6,34.45,4.46,25.26
tomato,18.27,30.69,5.67,36.0
tomato,13.14,43.2,15.39,36.0
tomato,31.42,27.94,16.89,24.06
tomato,67.62,18.88,31.19,6.4
tomato,65.88,23.93,45.87,6.4
tomato,52.17,11.47,35.61,6.4
tomato,43.99,15.23,9.5,15.24
tomato,59.87,10.54,4.78,17.88
tomato,66.71,31.3,4.41,23.09
tomato,65.45,37.14,12.81,20.96
tomato,52.74,22.89,18.73,11.92
tomato,12.42,23.52,7.82,34.77
tomato,58.14,44.59,6.38,25.12
tomato,45.96,42.8,2.74,30.81
tomato,15.34,40.14,25.16,32.11
tomato,12.0,13.19,0.76,35.9
tomato,41.94,19.37,36.39,6.4
tomato,32.1,11.59,5.35,20.74
tomato,26.43,14.6,25.65,18.01
tomato,69.77,21.53,7.21,19.02
tomato,33.52,41.67,12.31,30.92
tomato,37.02,32.63,45.8,7.25
tomato,28.87,34.51,26.25,18.92
tomato,53.88,44.63,4.77,27.77
tomato,31.73,35.69,1.65,34.18
tomato,57.36,28.63,5.19,22.54
tomato,22.57,11.06,8.53,29.14
tomato,44.17,40.68,39.51,13.38
tomato,36.36,36.11,3.44,30.94
tomato,32.26,32.2,0.27,33.69
tomato,33.95,25.68,28.59,15.77
tomato,56.54,20.09,5.87,17.88
tomato,19.73,20.85,34.54,19.28
tomato,51.29,44.51,21.85,18.13
tomato,30.81,40.18,28.89,25.1
tomato,11.34,31.33,6.88,36.0
tomato,28.59,43.01,2.97,36.0
tomato,49.76,33.52,4.36,24.54
tomato,55.71,21.52,11.45,13.95
tomato,13.7,17.31,9.98,30.63
tomato,51.61,42.91,12.13,23.04
tomato,46.01,44.19,15.41,26.21
tomato,69.41,13.17,16.51,12.04
tomato,27.0,32.4,14.03,27.49
tomato,47.3,14.49,4.62,17.19
tomato,60.11,21.45,10.04,17.62
tomato,55.32,41.56,37.06,7.55
tomato,56.6,17.99,0.38,17.29
tomato,52.62,33.14,0.67,24.23
tomato,60.2,18.71,8.49,13.87
tomato,36.48,12.3,7.7,24.02
tomato,55.89,42.03,8.0,27.18
tomato,66.57,19.35,8.7,14.22
tomato,57.76,31.34,1.76,21.72
tomato,40.61,28.52,31.34,12.47
tomato,37.75,19.78,3.94,23.14
tomato,35.55,16.55,22.26,14.5
tomato,38.46,22.29,6.72,22.81
tomato,53.07,41.4,34.8,12.68
tomato,29.71,43.34,0.38,36.0
tomato,26.48,19.56,5.41,27.12
tomato,46.74,25.34,19.46,14.14
tomato,22.27,42.64,4.61,36.0
tomato,18.99,13.15,12.43,25.14
tomato,46.25,38.59,21.49,16.71
tomato,25.75,18.59,50.63,6.4
tomato,52.43,30.57,5.74,18.23
tomato,43.23,35.57,0.65,28.72
tomato,17.91,33.25,3.61,36.0
tomato,35.97,16.92,11.93,20.01
tomato,14.08,13.79,10.67,28.71
tomato,37.89,43.31,43.46,13.58
tomato,37.3,22.47,44.09,6.49
tomato,46.17,30.27,3.96,22.79
tomato,16.88,39.29,0.42,36.0
tomato,60.04,14.91,32.65,6.4
tomato,43.95,20.94,2.94,22.2
tomato,61.55,24.12,7.63,17.04
tomato,62.3,22.71,45.42,6.4
tomato,66.78,15.07,2.93,17.09
tomato,10.26,19.59,13.66,32.21
tomato,57.96,14.67,1.76,18.33
tomato,45.39,36.92,8.4,24.79
tomato,55.51,23.01,4.2,18.06
tomato,68.88,22.23,38.21,6.4
tomato,65.98,18.46,24.01,8.39
tomato,37.01,36.05,9.44,27.15
tomato,23.67,16.98,8.31,27.57
tomato,51.32,19.88,9.85,16.96
tomato,12.66,38.61,68.92,13.85
tomato,20.19,32.84,14.2,31.21
tomato,57.27,18.89,21.64,6.86
tomato,42.73,15.15,9.04,19.53
tomato,62.87,24.74,27.45,6.4
tomato,44.87,27.71,7.63,21.94
tomato,17.18,24.58,1.13,35.56
tomato,28.32,42.39,7.07,33.67
tomato,55.47,28.56,18.27,16.0
tomato,31.9,13.51,16.8,18.92
tomato,10.47,26.64,3.21,36.0
tomato,37.86,38.61,10.63,27.46
tomato,39.75,42.56,33.1,15.85
tomato,42.7,17.84,8.8,19.34
tomato,39.05,39.11,33.95,14.97
tomato,61.71,16.1,14.59,11.63
tomato,11.5,23.98,63.99,8.46
tomato,28.43,41.68,30.53,21.57
tomato,24.26,12.84,14.8,25.06
tomato,11.93,14.67,17.39,25.65
tomato,22.74,40.02,0.91,36.0
tomato,20.96,31.35,19.43,26.83
tomato,28.87,39.01,13.87,31.61
tomato,44.61,15.79,7.73,14.43
tomato,30.61,24.03,21.48,20.47
tomato,27.62,24.55,23.19,20.05
tomato,42.76,29.15,0.82,24.02
tomato,69.96,20.79,32.38,6.4
tomato,50.57,21.93,11.76,14.01
tomato,30.11,11.47,13.68,19.66
tomato,61.29,23.36,20.21,8.91
tomato,18.46,34.83,28.92,27.64
tomato,51.15,10.63,3.65,17.35
tomato,55.39,13.87,27.33,6.4
tomato,43.33,34.15,53.32,6.4
tomato,61.09,41.72,10.59,21.75
tomato,45.65,34.79,26.82,14.54
tomato,38.88,25.77,8.27,22.64
tomato,40.55,43.08,11.92,28.57
tomato,50.75,31.24,12.48,18.95
tomato,61.66,38.76,1.96,25.91
tomato,25.22,40.44,8.49,36.0
tomato,58.5,19.22,0.06,18.04
tomato,55.26,19.66,8.8,15.25
tomato,15.22,20.03,22.81,24.67
tomato,65.05,33.79,24.99,11.36
tomato,16.54,18.78,33.74,18.83
tomato,49.83,24.5,0.68,23.39
tomato,57.07,33.75,9.6,20.07
tomato,27.66,40.55,23.92,27.17
tomato,40.9,14.58,3.63,19.55
tomato,60.19,43.25,24.57,19.17
tomato,32.65,37.6,6.5,32.61
tomato,24.34,17.23,52.51,6.4
tomato,11.5,37.5,5.82,36.0
tomato,26.44,12.28,0.77,27.54
tomato,16.93,12.5,21.44,19.95
tomato,35.1,42.51,36.25,17.09
tomato,52.94,40.96,5.78,27.48
tomato,47.42,26.86,7.68,17.58
tomato,69.17,38.74,8.56,21.61
tomato,16.01,22.34,7.74,33.55
tomato,10.99,38.52,6.68,36.0
tomato,20.5,41.14,14.07,34.7
tomato,67.02,44.96,6.97,27.45
tomato,69.92,32.04,23.78,12.07
tomato,56.9,22.44,12.81,15.13
tomato,11.27,21.78,2.34,36.0
tomato,23.98,41.69,0.56,36.0
tomato,47.01,28.69,3.69,21.23
tomato,19.85,18.29,10.47,26.4
tomato,53.76,21.51,15.9,12.37
tomato,26.78,29.98,22.19,22.94
tomato,30.09,26.25,39.3,11.98
tomato,64.08,13.15,2.12,16.47
tomato,30.73,15.19,15.16,20.07
tomato,66.97,44.89,7.06,27.81
tomato,17.05,34.13,7.89,36.0
tomato,22.37,24.1,1.19,31.68
tomato,28.68,14.24,30.0,14.86
tomato,39.61,30.03,12.64,20.24
tomato,54.71,14.45,1.65,17.62
tomato,52.61,17.31,5.5,12.27
tomato,52.51,31.82,15.51,14.83
tomato,52.84,20.24,5.84,14.26
tomato,69.1,38.49,2.7,24.97
tomato,10.34,11.5,4.2,34.88
tomato,61.48,35.79,3.64,22.78
tomato,33.96,27.78,24.93,20.58
tomato,16.71,29.79,4.29,36.0
tomato,35.9,32.19,4.46,28.37
tomato,23.27,44.54,5.48,36.0
tomato,17.65,29.09,29.27,21.59
tomato,43.7,35.02,19.54,20.42
tomato,49.99,40.48,30.62,10.2
tomato,48.49,38.64,0.09,30.69
tomato,69.52,16.4,9.53,13.74
tomato,38.61,14.64,7.54,21.03
tomato,20.63,22.73,7.01,31.11
tomato,13.1,11.06,1.67,33.9
tomato,67.93,42.93,3.23,26.63
tomato,40.93,29.94,3.76,25.03
tomato,55.4,20.83,38.29,6.4
tomato,57.39,38.63,5.15,27.57
tomato,30.38,42.76,2.7,36.0
tomato,58.07,37.01,37.8,6.84
tomato,41.99,13.5,13.33,15.64
tomato,20.36,10.43,13.51,25.79
tomato,63.2,33.47,60.29,6.4
tomato,68.41,20.08,33.01,6.4
tomato,62.84,36.52,12.43,20.32
tomato,31.41,37.73,21.29,23.06
tomato,64.64,10.52,24.84,6.65
tomato,47.78,44.54,7.61,26.55
tomato,29.91,31.85,26.2,23.35
tomato,61.38,27.17,3.66,19.28
tomato,20.18,10.01,19.0,22.48
tomato,27.87,29.61,7.61,29.13
tomato,50.48,11.95,1.98,14.83
tomato,27.75,12.35,33.91,12.04
tomato,51.51,14.26,1.01,21.03
tomato,55.38,37.3,9.75,20.81
tomato,35.79,10.39,39.17,6.4
tomato,65.18,42.02,67.9,6.4
tomato,62.44,44.92,4.21,28.17
tomato,23.86,13.45,58.25,6.4
tomato,27.76,40.48,0.06,36.0
tomato,24.32,34.14,12.51,30.16
tomato,14.65,15.69,7.37,32.02
tomato,34.96,13.27,9.93,19.94
tomato,15.45,14.51,4.11,31.73
tomato,26.35,29.22,19.19,26.03
tomato,69.6,14.6,0.76,19.95
tomato,60.78,33.75,46.19,6.4
